statement_id,n_participants,mean_x,mean_y,sd_x,sd_y,mean_distance,max_distance
6907912510acab4c189c26cd,15,4.4,5.0,1.1832159566199232,1.0,1.2416521901005402,3.124099870362662
69079125de5cf20cb23dbb42,15,6.333333333333333,3.466666666666667,0.816496580927726,2.325838302531758,2.200766029557992,4.234251868853445
690791231130232c6f24a8b1,15,4.4,5.0,0.7367883976130073,0.9258200997725514,1.0406805288961365,2.039607805437114
69593dc0eac6a120dc6e88a1,15,5.8,3.7333333333333334,0.7745966692414834,1.8309508328682538,1.7046308816623743,3.48010216963685
69079122e0cd0242cebd60cf,16,5.125,3.125,1.2583057392117916,1.5438048235879214,1.6522971553126184,3.6443449342783127
69593db9785c2ed83c8cbea7,15,5.666666666666667,3.6,1.0465362369445672,2.02837021134844,1.9888476719462975,3.6520922466139565
690791237f24aa1ecd5429a9,15,5.733333333333333,3.8666666666666667,0.7037315505489968,1.7674302033770737,1.6275084337809824,3.3796778281697537
69593db392815610917874fb,15,3.933333333333333,6.533333333333333,1.486446705914413,0.9154754164341269,1.5171871225749887,3.1019706997684913
69593daf0a570c24336526d8,15,4.133333333333334,6.4,0.5163977794943223,0.828078671210825,0.8415395067357039,1.8012341448141733
69079123065e0438f4af92d0,16,4.4375,6.375,1.1528949070347507,0.7187952884282608,1.1809708722266614,2.7985766471547637
69593dddb7e03945a9abeb07,14,4.5,3.2857142857142856,1.454436184706849,1.7288756430151329,1.8444208039202734,4.4772668412042345
69593dddef4549e17f3ee3a2,14,3.9285714285714284,5.571428571428571,1.439245834257849,2.2434275189912047,2.17170452364612,5.429041333045675
69593ddde0762f0fda4a8b45,14,2.4285714285714284,6.5,0.646206172658864,1.0919284281983377,0.95715253400151,3.546340453516117
69593ddcadb5f834c1df5aac,14,3.142857142857143,3.5,1.7478401113789142,1.9513309067639726,2.2905339007227794,4.518104171676706
69593ddc97c883f04d4a839d,14,4.0,4.571428571428571,0.8770580193070292,1.0894095588038444,1.1562817313290636,2.6263966158357483
69593ddc5731441183ecdee5,14,2.2857142857142856,3.5714285714285716,0.825420305855557,1.8277470669267508,1.5365961255796114,3.833259389999639
69593ddbdf5f0ff1ac2e78f2,14,4.428571428571429,2.5,1.869359648250035,1.0919284281983377,1.779907907228136,4.243241925794042
69079124900fedf3fc27cf51,14,4.571428571428571,5.642857142857143,1.3424596091494903,1.5984195491000024,1.7637446301425073,4.4589968671467455
69593ddac1fb00b7ab7169e6,14,4.5,5.642857142857143,0.6504436355879909,0.744946343668492,0.8916652276601342,1.6319513798279806
